Timestamp,initials_extractor,study_id,author_year,paper_title,publication_year,Journal,Journal_Citation_Report_Category,Journal_Category_Allocated_Broad,DOI,total_included_studies,CEESAT2_1.1,CEESAT2_2.1,protocol_database,CEESAT2_3.1,CEESAT2_3.2,CEESAT2_4.1,CEESAT2_4.2,CEESAT2_4.3,database_search,CEESAT2_5.1,CEESAT2_5.2,rob_assessment_method,CEESAT2_6.1,CEESAT2_6.2,CEESAT2_6.3,software_analysis,CEESAT2_7.1,effect_size,CEESAT2_7.2,CEESAT2_7.3,heterogeneity_assessment_method,sensitivity_analysis_method,bias_assessment_type,bias_assessment_method,bias_assessment_visualization,visualization_method,reporting_standards_type,reporting_guideline_provided,literature_screening_flowchart,CEESAT2_8.1,policy_title,policy_year,policy_author,policy_category,policy_source,link
12/16/2022 0:22:22,km,s_048,zheng_2011,Global Trends and Diversity in Pentachlorophenol Levels in the Environment and in Humans: A Meta-Analysis,2011,Environmental Science & Technology,"ENGINEERING, ENVIRONMENTAL - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1021/es1043563,80,Amber,Red,NA,Amber,Amber,Amber,Red,Red,"PubMed, Medline, Web of Science, ACS, springer",Red,Red,Not reported,Red,Red,Green,Stata,Amber,Correlation coefficient,Red,Red,Not reported,Not reported,Not reported,Not reported,Not reported,Scatter plot,Not reported,NA,No,Amber,Arctic Ecozone status and trends assessment : Canadian biodiversity - ecosystem status and trends 2010. Technical ecozone report / by J. Eamer ... et al..,2013,Government of Canada,NA,plumx,https://app.overton.io/document.php?policy_document_id=governmentofcanada-c00f77d52120d9afcaf4d6692fec9abf
12/16/2022 0:47:53,km,s_049,lewis_mikhael_2016,Occupational exposure to pesticides and prostate cancer: a systematic review and meta-analysis,2016,Occupational and environmental medicine,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",Environmental Science,10.1136/oemed-2014-102692,25,Amber,Red,NA,Amber,Green,Amber,Red,Amber,"Scopus, Web of Science, PubMed",Green,Red,Newcastle Ottawa scale,Amber,Amber,Green,Stata,Amber,Log odds ratio,Green,Amber,I squared,Subgroup analysis,Publication bias,Not reported,Funnel plot,Forest plot,Not reported,NA,Yes,Amber,NA,NA,NA,NA,NA,NA
12/16/2022 1:11:59,km,s_050,yang_2020,Metabolomics study and meta-analysis on the association between maternal pesticide exposome and birth outcomes,2020,Environmental Research,"ENVIRONMENTAL SCIENCES - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",Environmental Science,10.1016/j.envres.2019.109087,102,Amber,Red,NA,Green,Amber,Amber,Amber,Red,"Web of Science, PubMed, Embase, Cochrane",Green,Amber,Newcastle Ottawa scale,Amber,Red,Green,R,Amber,Beta regression,Green,Amber,I squared,Leave one out analysis,Publication bias,"Egger's regression, Begg's test",Funnel plot,Forest plot,PRISMA,No,No,Amber,Toxicological Profile for Hexachlorocyclohexane (HCH),2024,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
12/16/2022 1:11:59,km,s_050,yang_2020,Metabolomics study and meta-analysis on the association between maternal pesticide exposome and birth outcomes,2020,Environmental Research,"ENVIRONMENTAL SCIENCES - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",Environmental Science,10.1016/j.envres.2019.109087,102,Amber,Red,NA,Green,Amber,Amber,Amber,Red,"Web of Science, PubMed, Embase, Cochrane",Green,Amber,Newcastle Ottawa scale,Amber,Red,Green,R,Amber,Beta regression,Green,Amber,I squared,Leave one out analysis,Publication bias,"Egger's regression, Begg's test",Funnel plot,Forest plot,PRISMA,No,No,Amber,Toxicological profile for hexachlorocyclohexane (HCH) : draft for public comment,2023,Centers for Disease Control and Prevention (CDC),NA,plumx,NA
12/16/2022 1:11:59,km,s_050,yang_2020,Metabolomics study and meta-analysis on the association between maternal pesticide exposome and birth outcomes,2020,Environmental Research,"ENVIRONMENTAL SCIENCES - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",Environmental Science,10.1016/j.envres.2019.109087,102,Amber,Red,NA,Green,Amber,Amber,Amber,Red,"Web of Science, PubMed, Embase, Cochrane",Green,Amber,Newcastle Ottawa scale,Amber,Red,Green,R,Amber,Beta regression,Green,Amber,I squared,Leave one out analysis,Publication bias,"Egger's regression, Begg's test",Funnel plot,Forest plot,PRISMA,No,No,Amber,"AVIS et RAPPORT de l'Anses relatif à l’élaboration de valeurs de référence pour des mélanges de substances : état des connaissances sur les approches existantes pour la prise en compte des mélanges, application aux valeurs guides de qualité de l'air intérieur (VGAI) et aux valeurs toxicologiques de référence (VTR)",2022,ANSES,NA,plumx,NA
12/16/2022 1:37:02,km,s_051,zendehdel_2014,Chronic Exposure to Chlorophenol Related Compounds in the Pesticide Production Workplace and Lung Cancer: A MetaAnalysis,2014,Asian Pacific Journal of Cancer Prevention,no category found,Medicine,10.7314/APJCP.2014.15.13.5149,5,Amber,Red,NA,Amber,Amber,Red,Red,Amber,"Scopus, Web of Science, PubMed, Google Scholar",Green,Amber,STROBE,Red,Red,Gold,Stata,Amber,Standardized mortality rate,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,Not reported,Funnel plot,Forest plot,Not reported,NA,Yes,Red,NA,NA,NA,NA,NA,NA
12/16/2022 3:05:44,km,s_052,liu_2022,The associations between endocrine disrupting chemicals and markers of inflammation and immune responses: A systematic review and meta-analysis,2022,Ecotoxicology and Environmental Safety,TOXICOLOGY - SCIE/ ENVIRONMENTAL SCIENCES - SCIE,Toxicology,10.1016/j.ecoenv.2022.113382,36,Amber,Gold,prospero,Amber,Amber,Amber,Red,Amber,"Web of Science, PubMed, Embase",Red,Red,Not reported,Amber,Amber,Gold,comprehensive meta-analysis software,Amber,Correlation coefficient,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,"Egger's regression, Begg's test","Funnel plot, Trim and fill",Forest plot,PRISMA,No,Yes,Amber,NA,NA,NA,NA,NA,NA
12/16/2022 3:33:56,km,s_053,canosancho_2019,Human epidemiological evidence about the associations between exposure to organochlorine chemicals and endometriosis: Systematic review and meta-analysis,2019,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2018.11.065,17,Gold,Gold,prospero,Green,Amber,Gold,Red,Amber,"Web of Science, PubMed",Gold,Green,NTP/OHAT,Gold,Amber,Red,R,Amber,Log odds ratio,Gold,Amber,"I squared, Tau square",Leave one out analysis,Publication bias,Egger's regression,"Funnel plot, Trim and fill",Forest plot,"MOOSE, PRISMA",No,Yes,Green,FAO/WHO background document on the risks and benefits of fish consumption,2024,Food and Agriculture Organization; World Health Organization,NA,plumx,NA
12/16/2022 3:33:56,km,s_053,canosancho_2019,Human epidemiological evidence about the associations between exposure to organochlorine chemicals and endometriosis: Systematic review and meta-analysis,2019,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2018.11.065,17,Gold,Gold,prospero,Green,Amber,Gold,Red,Amber,"Web of Science, PubMed",Gold,Green,NTP/OHAT,Gold,Amber,Red,R,Amber,Log odds ratio,Gold,Amber,"I squared, Tau square",Leave one out analysis,Publication bias,Egger's regression,"Funnel plot, Trim and fill",Forest plot,"MOOSE, PRISMA",No,Yes,Green,Épidémiologie de l'endométriose prise en charge à l'hôpital en France : étude de 2011 à 2017,2022,Santé Publique France,NA,plumx,NA
12/16/2022 3:33:56,km,s_053,canosancho_2019,Human epidemiological evidence about the associations between exposure to organochlorine chemicals and endometriosis: Systematic review and meta-analysis,2019,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2018.11.065,17,Gold,Gold,prospero,Green,Amber,Gold,Red,Amber,"Web of Science, PubMed",Gold,Green,NTP/OHAT,Gold,Amber,Red,R,Amber,Log odds ratio,Gold,Amber,"I squared, Tau square",Leave one out analysis,Publication bias,Egger's regression,"Funnel plot, Trim and fill",Forest plot,"MOOSE, PRISMA",No,Yes,Green,Étude de faisabilité de la surveillance épidémiologique de l'endométriose en France et premières estimations d'incidence,2021,Santé Publique France,NA,plumx,NA
12/16/2022 22:37:23,km,s_054,canosancho_2017,"Association between Exposure to p,p0-DDT and Its Metabolite p,p0-DDE with Obesity: Integrated Systematic Review and Meta-Analysis",2017,Environmental Health Perspectives,"TOXICOLOGY - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1289/EHP527,26,Gold,Amber,NA,Green,Amber,Gold,Red,Amber,"Scopus, Embase, Medline",Green,Red,NTP/OHAT,Green,Amber,Green,Stata,Amber,Beta regression,Amber,Amber,I squared,Not reported,Publication bias,"Egger's regression, Begg's test",Funnel plot,Forest plot,"GRADE guideline, NTP/OHAT guideline",No,No,Green,"Toxicological profile for DDT, DDE, and DDD",2022,Centers for Disease Control and Prevention (CDC),NA,Altmetric,NA
12/16/2022 23:14:50,km,s_055,song_2016,"Endocrine-disrupting chemicals, risk of type 2 diabetes, and diabetes-related metabolic traits: A systematic review and meta-analysis",2016,Journal of Diabetes,ENDOCRINOLOGY & METABOLISM - SCIE,Medicine,10.1111/1753-0407.12325,49,Amber,Gold,prospero,Green,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Gold,Stata,Amber,Risk ratio,Amber,Amber,"I squared, Q statistic",Not reported,Publication bias,Egger's regression,"Funnel plot, Trim and fill",Forest plot,Not reported,na,Yes,Amber,Research 361: The State of the Art on the Potential Human Health Impacts of Microplastics and Nanoplastics,2021,Environmental Protection Agency,NA,Altmetric,NA
12/17/2022 0:05:03,km,s_056,lamat_2022,Metabolic syndrome and pesticides: A systematic review and meta-analysis.,2022,Environmental Pollution,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envpol.2022.119288,11,Amber,Red,NA,Green,Amber,Amber,Red,Amber,"PubMed, ScienceDirect, Embase, Cochrane",Green,Red,Newcastle Ottawa scale,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Alternative model,Publication bias,Not reported,Funnel plot,Forest plot,PRISMA,No,Yes,Amber,NA,NA,NA,NA,NA,NA
12/17/2022 0:26:36,km,s_057,perotta_2008,Multiple myeloma and farming. A systematic review of 30 years of research. Where next?,2008,Journal of Occupational Medicine and Toxicology,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",Environmental Science,10.1186/1745-6673-3-27,55,Amber,Red,NA,Green,Amber,Red,Red,Red,"PubMed, Cochrane",Red,Red,Not reported,Red,Red,Red,Stata,Amber,Odds ratio,Amber,Amber,Q statistic,Not reported,Publication bias,Not reported,Funnel plot,Forest plot,Not reported,NA,No,Amber,NA,NA,NA,NA,NA,NA
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Firefighters and Parkinson’s Disease Risk: Report to the Legislature regarding inclusion of Parkinson’s disease into RCW 51.32.185,2023,State of Washington,NA,plumx,https://app.overton.io/document.php?policy_document_id=stateofwashington-578b243ee35193961f4beb2590997bc9
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Haalbaarheid van onderzoek naar blootstelling aan bestrijdingsmiddelen en de gezondheid van omwonende,2022,"National Institute for Public Healthand the Environment Ministry of Health, Welfare and Sport",NA,plumx,https://www.rivm.nl/
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Gewasbeschermingsmiddelen en neurodegeneratieve ziekten: mogelijkheden om de toelatingsvereisten te verbeteren,2021,Rijksoverheid,NA,plumx,https://app.overton.io/document.php?policy_document_id=rijksoverheid-211aff539cffe4ace4d019f8a26645f6
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Gewasbeschermingsmiddelen en neurodegeneratieve ziekten: mogelijkheden om de toelatingsvereisten te verbeteren,2021,Rijksoverheid,NA,plumx,https://app.overton.io/document.php?policy_document_id=rijksoverheid-211aff539cffe4ace4d019f8a26645f6
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Les risques sanitaires des pesticides : des pistes d’action pour en réduire les impacts,2019,Institut national de santé publique du Québec,NA,plumx,https://app.overton.io/document.php?policy_document_id=inspq_canada-81a83a7b55ddb76ffac07e8c1f44bcd6
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Occupational Exposures to Plant Protection Products and Associated Health Effects in Agricultural Workers,2018,Government of Switzerland,NA,plumx,https://app.overton.io/document.php?policy_document_id=adminch-749c60228c980c2b8d3bb54b0570032a
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Human health implications of organic food and organic agriculture.,2017,Publications Office of the European Union,NA,plumx,https://app.overton.io/document.php?policy_document_id=europa-f4cb98a22473a45e4d516f9a3b51faa6
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Investigation into experimental toxicological properties of plant protection products having a potential link to Parkinson’s disease and childhood leukaemia,2017,EFSA,NA,plumx,https://app.overton.io/document.php?policy_document_id=efsaeu-6f53de8af637f9cad8bfb65080a2d9f6
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Human health implications of organic food and organic agriculture | Panel for the Future of Science and Technology (STOA) | European Parliament,2016,Panel for the Future of Science and Technology (STOA) for the European Parliament,NA,plumx,https://app.overton.io/document.php?policy_document_id=stoa-db9ce4a8a59deea4bc446156d4a1a4dc
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Pesticides and our Health International,2015,Publications Office of the European Union,NA,plumx,https://app.overton.io/document.php?policy_document_id=europa-f4cb98a22473a45e4d516f9a3b51faa6
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,European Physiotherapy Guidelines for Parkinson’s,2014,EFSA,NA,plumx,https://app.overton.io/document.php?policy_document_id=efsaeu-6f53de8af637f9cad8bfb65080a2d9f6
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Gewasbescherming en omwonenden,2014,Gezondheidsraad,NA,plumx,https://app.overton.io/document.php?policy_document_id=gezondheidsraad-a396a0e8b27c3cc82301a5f07edc53f9
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Literature review on epidemiological studies linking exposure to pesticides and health effects,2013,EFSA,NA,plumx,https://app.overton.io/document.php?policy_document_id=efsaeu-1265d4f2c62a30223b26e396fbf7c41a
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Connecting Health Care With Public & Environmental Health,2013,Government of Thailand,NA,plumx,https://app.overton.io/document.php?policy_document_id=governmentofthailand-310362c95d50b3cffba4f28fb50e1bc3
12/17/2022 0:46:25,km,s_058,maelefabry_2012,Occupational exposure to pesticides and Parkinson's disease: A systematic review and meta-analysis of cohort studies,2012,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2012.05.004,12,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,Medline,Red,Red,Not reported,Amber,Amber,Red,Not reported,Amber,Response ratio,Green,Amber,"I squared, Q statistic",Leave one out analysis,Publication bias,Egger's regression,Funnel plot,Forest plot,Not reported,NA,Yes,Red,Human health implications of organic food and organic agriculture,2012,European Parliamentary Research Service,NA,plumx,https://app.overton.io/document.php?policy_document_id=euparl_library-23efa2206a2a0b7a2741fa8571d09972
12/17/2022 0:55:20,km,s_059,jin_2014,"Pesticide Exposure as a Risk Factor for Myelodysplastic Syndromes: A Meta-Analysis Based on 1,942 Cases and 5,359 Controls",2014,PLoS one,MULTIDISCIPLINARY SCIENCES - SCIE,Multidisciplinary,10.1371/journal.pone.0110850,11,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"Web of Science, PubMed, Cochrane",Green,Red,Newcastle Ottawa scale,Amber,Amber,Red,Stata,Amber,Odds ratio,Green,Amber,I squared,Leave one out analysis,Publication bias,"Egger's regression, Begg's test","Funnel plot, Galbraith plot",Forest plot,Not reported,NA,Yes,Amber,NA,NA,NA,NA,NA,NA
12/19/2022 23:59:37,km,s_060,chu_2010,Wilms' tumour: A systematic review of risk factors and meta-analysis,2010,Pediatric and Perinatal Epidemiology,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",Environmental Science,10.1111/j.1365-3016.2010.01133.x,37,Amber,Red,NA,Amber,Green,Amber,Red,Amber,"Web of Science, Medline, Latin American and Carribean system on health sciences information, Dissertation abstracts",Red,Red,Not reported,Amber,Amber,Red,comprehensive meta-analysis software,Amber,Odds ratio,Green,Amber,I squared,Leave one out analysis,Publication bias,Egger's regression,Not reported,Forest plot,Not reported,NA,No,Green,NA,NA,NA,NA,NA,NA
12/20/2022 0:18:39,km,s_061,moore_2011,Paternal occupational exposure to pesticides and risk of neuroblastoma among children: a meta-analysis,2011,Cancer Causes Control,no category found,Medicine,10.1007/s10552-011-9829-1,9,Amber,Red,NA,Amber,Amber,Amber,Red,Amber,"PubMed, Embase",Red,Red,Not reported,Amber,Amber,Red,Stata,Amber,Response ratio,Green,Amber,I squared,Leave one out analysis,Publication bias,"Egger's regression, Begg's test",Funnel plot,Forest plot,Not reported,NA,Yes,Red,NA,NA,NA,NA,NA,NA
12/20/2022 0:51:43,km,s_062,turner_2010,Residential Pesticides and Childhood Leukemia: A Systematic Review and Meta-Analysis,2010,Environmental Health Perspectives,"TOXICOLOGY - SCIE/ PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE/ ENVIRONMENTAL SCIENCES - SCIE",Environmental Science,10.1289/ehp.0900966,15,Amber,Red,NA,Amber,Green,Green,Red,Amber,"Embase, Medline, Toxnet, Proquest",Green,Gold,Downs and Black,Red,Amber,Gold,RevMan,Amber,Odds ratio,Green,Amber,I squared,Leave one out analysis,Publication bias,Not reported,Funnel plot,Forest plot,custom guideline,No,Yes,Amber,NA,NA,NA,NA,NA,NA
12/20/2022 1:18:14,km,s_063,karalexi_2021,Exposure to pesticides and childhood leukemia risk: A systematic review and meta-analysis,2021,Environmental Pollution,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envpol.2021.117376,55,Amber,Red,NA,Amber,Amber,Amber,Red,Gold,"Embase, Medline",Green,Red,RTI item bank,Amber,Green,Red,Stata,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,PRISMA,Yes,Yes,Amber,Pesticides: training for health care providers,2024,World Health Organisation,NA,plumx,NA
12/20/2022 1:18:14,km,s_063,karalexi_2021,Exposure to pesticides and childhood leukemia risk: A systematic review and meta-analysis,2021,Environmental Pollution,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envpol.2021.117376,55,Amber,Red,NA,Amber,Amber,Amber,Red,Gold,"Embase, Medline",Green,Red,RTI item bank,Amber,Green,Red,Stata,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,PRISMA,Yes,Yes,Amber,CIRC Rapport biennal 2020-2021,2022,IARC,NA,plumx,NA
12/20/2022 1:18:14,km,s_063,karalexi_2021,Exposure to pesticides and childhood leukemia risk: A systematic review and meta-analysis,2021,Environmental Pollution,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envpol.2021.117376,55,Amber,Red,NA,Amber,Amber,Amber,Red,Gold,"Embase, Medline",Green,Red,RTI item bank,Amber,Green,Red,Stata,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,PRISMA,Yes,Yes,Amber,Chapter 4/12: Environmental and Health Effects of Pesticide Use,2022,United Nations Environment Programme,NA,plumx,NA
12/20/2022 1:18:14,km,s_063,karalexi_2021,Exposure to pesticides and childhood leukemia risk: A systematic review and meta-analysis,2021,Environmental Pollution,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envpol.2021.117376,55,Amber,Red,NA,Amber,Amber,Amber,Red,Gold,"Embase, Medline",Green,Red,RTI item bank,Amber,Green,Red,Stata,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,PRISMA,Yes,Yes,Amber,IARC Biennial Report 2020-2021,2021,IARC,NA,plumx,NA
12/20/2022 1:18:14,km,s_063,karalexi_2021,Exposure to pesticides and childhood leukemia risk: A systematic review and meta-analysis,2021,Environmental Pollution,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envpol.2021.117376,55,Amber,Red,NA,Amber,Amber,Amber,Red,Gold,"Embase, Medline",Green,Red,RTI item bank,Amber,Green,Red,Stata,Amber,Odds ratio,Amber,Amber,I squared,Not reported,Publication bias,Egger's regression,Funnel plot,Forest plot,PRISMA,Yes,Yes,Amber,Pesticides and health,2021,UK Parliament Research Briefings,NA,plumx,NA
12/20/2022 1:31:52,km,s_064,maelefabry_2013,Parental occupational exposure to pesticides as risk factor for brain tumors in children and young adults: A systematic review and meta-analysis,2013,Environment International,ENVIRONMENTAL SCIENCES - SCIE,Environmental Science,10.1016/j.envint.2013.02.011,20,Amber,Red,NA,Amber,Amber,Amber,Red,Red,Medline,Red,Red,Not reported,Amber,Amber,Gold,Not reported,Amber,"Odds ratio, Response ratio",Green,Amber,"I squared, Tau square","Leave one out analysis, Alternative model",Publication bias,Egger's regression,Funnel plot,Not reported,Not reported,NA,No,Red,NA,NA,NA,NA,NA,NA
